Turtle_ID,Turtle_URL,Species,AgeClass,SightedDate,SourceOfSighting,Sighting_URL,ImageTakenBy,SightedLocation,GPS,dwc:decimalLatitude,dwc:decimalLongitude,dwc:coordinateUncertaintyInMeters,InjuryCause,InjuryType,WoundLocation,WoundSeverity,HealingStage,Note
TW01G0111,https://turtlespottw.org/turtle-profile/TW01G0111,Chelonia mydas,Adult,2021/2/28,TST facebook group,https://www.facebook.com/groups/turtlespotintw/permalink/1404673586543743,Jiun-Ting Lin,Vase Rock,"22.35613, 120.38092",22.35613,120.38092,100,Propeller strike,Parallel slicing wound,Carapace,Severe,Partially healed,
TW01G0111,https://turtlespottw.org/turtle-profile/TW01G0111,Chelonia mydas,Adult,2021/5/7,TST facebook group,https://www.facebook.com/photo.php?fbid=4475651665782412&set=p.4475651665782412&type=3,Jane Tsai (王郁雅）,Baisha Port,"22.35261, 120.38424",22.35261,120.38424,100,Propeller strike,Parallel slicing wound,Carapace,Severe,Partially healed,Feeding inside the harbor
TW01G0111,https://turtlespottw.org/turtle-profile/TW01G0111,Chelonia mydas,Adult,2021/5/7,TST facebook group,https://www.facebook.com/groups/turtlespotintw/posts/476669379344173/,Jane Tsai (郭峻嘉）,Baisha Port,"22.35261, 120.38424",22.35261,120.38424,100,Propeller strike,Parallel slicing wound,Carapace,Severe,Partially healed,Feeding inside the harbor
TW01G0111,https://turtlespottw.org/turtle-profile/TW01G0111,Chelonia mydas,Adult,2021/5/16,TST facebook group,https://www.facebook.com/groups/turtlespotintw/permalink/1462448494099585/,Jane Tsai,Beauty Cave to Vase Rock,"22.35594, 120.37529",22.35594,120.37529,500,Propeller strike,Parallel slicing wound,Carapace,Severe,Partially healed,
TW01G0111,https://turtlespottw.org/turtle-profile/TW01G0111,Chelonia mydas,Adult,2021/8/20,survey_sighting,NA,Yoko Nozawa,ShanFu,"22.33821, 120.35914",22.33821,120.35914,200,Propeller strike,Parallel slicing wound,Carapace,Severe,Partially healed,Resting
TW01G0111,https://turtlespottw.org/turtle-profile/TW01G0111,Chelonia mydas,Adult,2021/8/24,TST facebook group,https://www.facebook.com/groups/turtlespotintw/posts/1531319200545847/,蔡博齊,ShanFu,"22.33821, 120.35914",22.33821,120.35914,200,Propeller strike,Parallel slicing wound,Carapace,Severe,Partially healed,Cleaning station
TW01G0111,https://turtlespottw.org/turtle-profile/TW01G0111,Chelonia mydas,Adult,2021/11/21,survey_sighting,NA,Jane Tsai,Beauty Cave to Vase Rock,"22.35594, 120.37529",22.35594,120.37529,500,Propeller strike,Parallel slicing wound,Carapace,Severe,Healed,Wounds covered by epibiont algae
TW01G0111,https://turtlespottw.org/turtle-profile/TW01G0111,Chelonia mydas,Adult,2021/12/31,TST facebook group,https://www.facebook.com/groups/turtlespotintw/posts/1624477487896684/,黃彥勛,ShanFu,"22.33821, 120.35914",22.33821,120.35914,200,Propeller strike,Parallel slicing wound,Carapace,Severe,Undetermined,wounds were clear
TW01G0111,https://turtlespottw.org/turtle-profile/TW01G0111,Chelonia mydas,Adult,2022/4/21,TST facebook group,https://www.facebook.com/groups/turtlespotintw/posts/1700213430323089/,趙正宇,Vase Rock,"22.35613, 120.38092",22.35613,120.38092,100,Propeller strike,Parallel slicing wound,Carapace,Severe,Healed,Scute regrowing
TW01G0111,https://turtlespottw.org/turtle-profile/TW01G0111,Chelonia mydas,Adult,2022/6/12,TST facebook group,https://www.facebook.com/groups/turtlespotintw/posts/1738901743120924/,郭峻嘉,Baisha Port,"22.35261, 120.38424",22.35261,120.38424,100,Propeller strike,Parallel slicing wound,Carapace,Severe,Undetermined,Feeding inside the harbor
TW01G0111,https://turtlespottw.org/turtle-profile/TW01G0111,Chelonia mydas,Adult,2022/8/15,TST facebook group,https://www.facebook.com/groups/turtlespotintw/posts/1787510641593367,Su Huai,Beauty Cave to Vase Rock,"22.35594, 120.37529",22.35594,120.37529,500,Propeller strike,Parallel slicing wound,Carapace,Severe,Healed,
TW01G0111,https://turtlespottw.org/turtle-profile/TW01G0111,Chelonia mydas,Adult,2023/6/30,TST facebook group,https://www.facebook.com/groups/turtlespotintw/posts/2019760025035093/,Yu-Ting Peng,Baisha Port,"22.35261, 120.38424",22.35261,120.38424,100,Propeller strike,Parallel slicing wound,Carapace,Severe,Undetermined,
TW01G0111,https://turtlespottw.org/turtle-profile/TW01G0111,Chelonia mydas,Adult,2024/1/19,TST facebook group,https://www.facebook.com/groups/turtlespotintw/posts/2147159228961838/,趙正宇,Vase Rock,"22.35613, 120.38092",22.35613,120.38092,100,Propeller strike,Parallel slicing wound,Carapace,Severe,Undetermined,Resting
TW01G0111,https://turtlespottw.org/turtle-profile/TW01G0111,Chelonia mydas,Adult,2024/7/19,TST facebook group,https://www.facebook.com/groups/turtlespotintw/posts/2276330612711365/,趙正宇,Vase Rock,"22.35613, 120.38092",22.35613,120.38092,100,Propeller strike,Parallel slicing wound,Carapace,Severe,Healed,Resting
TW01G0120,https://turtlespottw.org/turtle-profile/TW01G0120,Chelonia mydas,Adult,2017/4/4,TST facebook group,https://www.facebook.com/groups/turtlespotintw/permalink/498087877202323,Su Huai,ShanFu,"22.33821, 120.35914",22.33821,120.35914,200,Propeller strike,Parallel slicing wound,Carapace,No injury,No injury,Before
TW01G0120,https://turtlespottw.org/turtle-profile/TW01G0120,Chelonia mydas,Adult,2017/7/17,TST facebook group,https://www.facebook.com/groups/turtlespotintw/permalink/498087877202323,Su Huai,ShanFu,"22.33821, 120.35914",22.33821,120.35914,200,Propeller strike,Parallel slicing wound,Carapace,Minor,Partially healed,1st wound
TW01G0120,https://turtlespottw.org/turtle-profile/TW01G0120,Chelonia mydas,Adult,2019/5/16,TST facebook group,https://www.facebook.com/groups/turtlespotintw/permalink/886678731676567/,郎志誠,ShanFu,"22.33821, 120.35914",22.33821,120.35914,200,Propeller strike,Parallel slicing wound,Carapace,Minor,Healed/Fresh wound (Fresh wound),2nd wound
TW01G0120,https://turtlespottw.org/turtle-profile/TW01G0120,Chelonia mydas,Adult,2020/2/14,TST facebook group,https://www.facebook.com/photo.php?fbid=2893328410689396&set=p.2893328410689396&type=3,Fei Pocheng,ShanFu,"22.33821, 120.35914",22.33821,120.35914,200,Propeller strike,Parallel slicing wound,Carapace,Minor,Healed,
TW01G0120,https://turtlespottw.org/turtle-profile/TW01G0120,Chelonia mydas,Adult,2021/10/3,TST facebook group,https://www.facebook.com/groups/turtlespotintw/permalink/1568453173499116,郎支誠,ShanFu,"22.33821, 120.35914",22.33821,120.35914,200,Propeller strike,Parallel slicing wound,Carapace,Minor,Healed,
TW01G0162,https://turtlespottw.org/turtle-profile/TW01G0162,Chelonia mydas,Adult,2017/7/19,TST facebook group,NA,Su Huai,Vase Rock,"22.35613, 120.38092",22.35613,120.38092,100,Propeller strike,Parallel slicing wound,Carapace,No injury,No injury,Before
TW01G0162,https://turtlespottw.org/turtle-profile/TW01G0162,Chelonia mydas,Adult,2020/4/7,TST facebook group,https://www.facebook.com/groups/turtlespotintw/permalink/1146315065712931/,Liu Shih,Beauty Cave,"22.35332, 120.37099",22.35332,120.37099,100,Propeller strike,Parallel slicing wound,Carapace,Severe,Partially healed,
TW01G0162,https://turtlespottw.org/turtle-profile/TW01G0162,Chelonia mydas,Adult,2020/7/9,TST facebook group,NA,Su Huai,Vase Rock,"22.35613, 120.38092",22.35613,120.38092,100,Propeller strike,Parallel slicing wound,Carapace,Severe,Partially healed,
TW01G0162,https://turtlespottw.org/turtle-profile/TW01G0162,Chelonia mydas,Adult,2020/8/20,TST facebook group,https://www.facebook.com/groups/turtlespotintw/permalink/1254651124879324/,Sese Hsu,Vase Rock,"22.35613, 120.38092",22.35613,120.38092,100,Propeller strike,Parallel slicing wound,Carapace,Severe,Partially healed,
TW01G0162,https://turtlespottw.org/turtle-profile/TW01G0162,Chelonia mydas,Adult,2020/8/29,TST facebook group,https://www.facebook.com/groups/turtlespotintw/permalink/1263029980708105/,李雲翔,Vase Rock,"22.35613, 120.38092",22.35613,120.38092,100,Propeller strike,Parallel slicing wound,Carapace,Severe,Partially healed,
TW01G0162,https://turtlespottw.org/turtle-profile/TW01G0162,Chelonia mydas,Adult,2021/4/30,survey_sighting,NA,Jane Tsai,Vase Rock,"22.35613, 120.38092",22.35613,120.38092,100,Propeller strike,Parallel slicing wound,Carapace,Severe,Partially healed,
TW01G0162,https://turtlespottw.org/turtle-profile/TW01G0162,Chelonia mydas,Adult,2021/5/16,TST facebook group,https://www.facebook.com/groups/turtlespotintw/permalink/1462470664097368/,Jane Tsai,Vase Rock,"22.35613, 120.38092",22.35613,120.38092,100,Propeller strike,Parallel slicing wound,Carapace,Severe,Partially healed,
TW01G0162,https://turtlespottw.org/turtle-profile/TW01G0162,Chelonia mydas,Adult,2021/8/22,survey_sighting,NA,Jane Tsai,Vase Rock,"22.35613, 120.38092",22.35613,120.38092,100,Propeller strike,Parallel slicing wound,Carapace,Severe,Partially healed,
TW01G0162,https://turtlespottw.org/turtle-profile/TW01G0162,Chelonia mydas,Adult,2021/11/21,survey_sighting,NA,Jane Tsai/Una Liu,Vase Rock,"22.35613, 120.38092",22.35613,120.38092,100,Propeller strike,Parallel slicing wound,Carapace,Severe,Partially healed,
TW01G0162,https://turtlespottw.org/turtle-profile/TW01G0162,Chelonia mydas,Adult,2022/8/15,survey_sighting,NA,Shih Liu,Vase Rock,"22.35613, 120.38092",22.35613,120.38092,100,Propeller strike,Parallel slicing wound,Carapace,Severe,Healed,Scute regrowing
TW01G0218,https://turtlespottw.org/turtle-profile/TW01G0218,Chelonia mydas,Juvenile,2018/3/4,TST facebook group,https://www.facebook.com/photo.php?fbid=2832072900144062&set=p.2832072900144062&type=3,Su Huai,ShanFu,"22.33821, 120.35914",22.33821,120.35914,200,Unknown,Abnormal flipper,Right rear flipper,Minor,Healed,1st wound
TW01G0218,https://turtlespottw.org/turtle-profile/TW01G0218,Chelonia mydas,Juvenile,2018/5/25,TST facebook group,https://www.facebook.com/groups/turtlespotintw/permalink/645937602417349,宋騏安,ShanFu,"22.33821, 120.35914",22.33821,120.35914,200,Unknown,Abnormal flipper,Right rear flipper,Minor,Healed,
TW01G0218,https://turtlespottw.org/turtle-profile/TW01G0218,Chelonia mydas,Juvenile,2018/12/6,TST facebook group,https://www.facebook.com/groups/turtlespotintw/posts/786891731655268/,Kou Koushi,ShanFu,"22.33821, 120.35914",22.33821,120.35914,200,Unknown,Abnormal flipper,Right rear flipper,Minor,Healed,
TW01G0218,https://turtlespottw.org/turtle-profile/TW01G0218,Chelonia mydas,Juvenile,2018/12/26,TST facebook group,https://www.facebook.com/photo.php?fbid=2832075730143779&set=p.2832075730143779&type=3,Su Huai,ShanFu,"22.33821, 120.35914",22.33821,120.35914,200,Unknown,Irregular wound,Left eye,Minor,Fresh wound,2nd wound
TW01G0218,https://turtlespottw.org/turtle-profile/TW01G0218,Chelonia mydas,Juvenile,2019/4/9,TST facebook group,https://www.facebook.com/groups/turtlespotintw/permalink/867067413637699/,黃彥勛,ShanFu,"22.33821, 120.35914",22.33821,120.35914,200,Unknown,Irregular wound,Left eye,Minor,Undetermined,
TW01G0218,https://turtlespottw.org/turtle-profile/TW01G0218,Chelonia mydas,Juvenile,2020/8/19,TST facebook group,https://www.facebook.com/groups/turtlespotintw/posts/1256123874732049/,Nancy Lee,ShanFu,"22.33821, 120.35914",22.33821,120.35914,200,Unknown,Irregular wound,Right rear flipper/Left eye,Minor,Healed,
TW01G0218,https://turtlespottw.org/turtle-profile/TW01G0218,Chelonia mydas,Juvenile,2021/8/22,survey_sighting,NA,Yoko Nozawa,ShanFu,"22.33821, 120.35914",22.33821,120.35914,200,Unknown,Irregular wound,Right rear flipper/Left eye,Minor,Healed,
TW01G0218,https://turtlespottw.org/turtle-profile/TW01G0218,Chelonia mydas,Juvenile,2021/11/7,TST facebook group,https://www.facebook.com/groups/turtlespotintw/posts/1595164487494651/,Océane Lin,ShanFu,"22.33821, 120.35914",22.33821,120.35914,200,Unknown,Irregular wound,Right rear flipper/Left eye,Minor,Healed,
TW01G0218,https://turtlespottw.org/turtle-profile/TW01G0218,Chelonia mydas,Juvenile,2021/12/12,TST facebook group,https://www.facebook.com/groups/turtlespotintw/permalink/1609411576069942,Ernest Ho,ShanFu,"22.33821, 120.35914",22.33821,120.35914,200,Unknown,Irregular wound,Right rear flipper/Left eye,Minor,Healed,
TW01G0294,https://turtlespottw.org/turtle-profile/TW01G0294,Chelonia mydas,Subadult,2020/3/29,TST facebook group,https://www.facebook.com/groups/turtlespotintw/permalink/1139290383082066/,Liu Shih,Houshi Fringing Reef,"22.32458, 120.36696",22.32458,120.36696,150,Unknown,Irregular wound,Carapace,Minor,Partially healed,
TW01G0294,https://turtlespottw.org/turtle-profile/TW01G0294,Chelonia mydas,Subadult,2020/4/11,TST facebook group,https://www.facebook.com/groups/turtlespotintw/posts/1149638188713952/,Liu Shih,Houshi Fringing Reef,"22.32458, 120.36696",22.32458,120.36696,150,Unknown,Irregular wound,Carapace,Minor,Partially healed,
TW01G0294,https://turtlespottw.org/turtle-profile/TW01G0294,Chelonia mydas,Subadult,2020/6/18,TST facebook group,https://www.facebook.com/groups/turtlespotintw/posts/1203626113315159/,Sese Hsu,Houshi Fringing Reef,"22.32458, 120.36696",22.32458,120.36696,150,Unknown,Irregular wound,Carapace,Minor,Partially healed,
TW01G0294,https://turtlespottw.org/turtle-profile/TW01G0294,Chelonia mydas,Subadult,2022/11/22,survey_sighting,NA,LanYin Lu/Jane Tsai,Houshi Fringing Reef,"22.32458, 120.36696",22.32458,120.36696,150,Unknown,Irregular wound,Carapace,Minor,Healed,
TW01G0429,https://turtlespottw.org/turtle-profile/TW01G0429,Chelonia mydas,Subadult,2021/5/21,TST facebook group,NA,Su Huai,Lobster Cave,"22.34610, 120.38983",22.3461,120.38982,100,Fishing line entanglement,Flipper Constriction from Entanglement,Right front flipper,Severe,Necrotic,Visible swelling of the right flipper with suspected ischaemic necrosis
TW01G0429,https://turtlespottw.org/turtle-profile/TW01G0429,Chelonia mydas,Subadult,2022/8/14,TST facebook group,NA,Su Huai,Lobster Cave,"22.34610, 120.38983",22.3461,120.38982,100,Fishing line entanglement,Flipper Constriction from Entanglement,Right front flipper,Severe,Healed Amputation,
TW01G0429,https://turtlespottw.org/turtle-profile/TW01G0429,Chelonia mydas,Subadult,2022/10/5,TST facebook group,NA,Su Huai,Lobster Cave,"22.34610, 120.38983",22.3461,120.38982,100,Fishing line entanglement,Flipper Constriction from Entanglement,Right front flipper,Severe,Healed Amputation,
TW01G0429,https://turtlespottw.org/turtle-profile/TW01G0429,Chelonia mydas,Subadult,2022/11/11,TST facebook group,https://www.facebook.com/groups/turtlespotintw/posts/1857714644572966/,郎志誠,Lobster Cave,"22.34610, 120.38983",22.3461,120.38982,100,Fishing line entanglement,Flipper Constriction from Entanglement,Right front flipper,Severe,Healed Amputation,
TW01G0429,https://turtlespottw.org/turtle-profile/TW01G0429,Chelonia mydas,Subadult,2022/11/28,TST facebook group,https://www.facebook.com/groups/turtlespotintw/posts/1908053409539089/,Leïla Liang,Lobster Cave,"22.34610, 120.38983",22.3461,120.38982,100,Fishing line entanglement,Flipper Constriction from Entanglement,Right front flipper,Severe,Healed Amputation,
TW01G0514,https://turtlespottw.org/turtle-profile/TW01G0514,Chelonia mydas,Adult,2018/10/17,TST facebook group,NA,Su Huai,Lobster Cave,"22.34610, 120.38983",22.3461,120.38982,100,Unknown,Irregular wound,Carapace,No injury,Healed,Before
TW01G0514,https://turtlespottw.org/turtle-profile/TW01G0514,Chelonia mydas,Adult,2018/11/22,TST facebook group,NA,Su Huai,Lobster Cave,"22.34610, 120.38983",22.3461,120.38982,100,Unknown,Irregular wound,Carapace,No injury,Healed,Before
TW01G0514,https://turtlespottw.org/turtle-profile/TW01G0514,Chelonia mydas,Adult,2019/12/17,TST facebook group,NA,Su Huai,Lobster Cave,"22.34610, 120.38983",22.3461,120.38982,100,Unknown,Irregular wound,Carapace,No injury,Healed,Before
TW01G0514,https://turtlespottw.org/turtle-profile/TW01G0514,Chelonia mydas,Adult,2020/7/12,TST facebook group,https://www.facebook.com/groups/turtlespotintw/permalink/1222443814766722/,蔡弄弦,Lobster Cave,"22.34610, 120.38983",22.3461,120.38982,100,Unknown,Irregular wound,Carapace,No injury,Healed,Before
TW01G0514,https://turtlespottw.org/turtle-profile/TW01G0514,Chelonia mydas,Adult,2020/10/20,survey_sighting,NA,Su Huai,Lobster Cave,"22.34610, 120.38983",22.3461,120.38982,100,Unknown,Irregular wound,Eye,Minor,Partially healed,
TW01G0514,https://turtlespottw.org/turtle-profile/TW01G0514,Chelonia mydas,Adult,2021/5/1,survey_sighting,NA,Chialing Fong,Lobster Cave,"22.34610, 120.38983",22.3461,120.38982,100,Unknown,Irregular wound,Eye,Minor,Healed,
TW01G0514,https://turtlespottw.org/turtle-profile/TW01G0514,Chelonia mydas,Adult,2022/5/4,TST facebook group,https://www.facebook.com/groups/turtlespotintw/posts/1709924269352005/,Emily Tien,Lobster Cave,"22.34610, 120.38983",22.3461,120.38982,100,Propeller strike,Irregular wound,Carapace,Severe,Partially healed,
TW01G0514,https://turtlespottw.org/turtle-profile/TW01G0514,Chelonia mydas,Adult,2022/6/3,survey_sighting,NA,Chialing Fong,Lobster Cave,"22.34610, 120.38983",22.3461,120.38982,100,Propeller strike,Irregular wound,Carapace,Severe,Partially healed,
TW01G0514,https://turtlespottw.org/turtle-profile/TW01G0514,Chelonia mydas,Adult,2022/6/18,TST facebook group,https://www.facebook.com/groups/turtlespotintw/permalink/1743818265962605,Melissa Liu,Lobster Cave,"22.34610, 120.38983",22.3461,120.38982,100,Propeller strike,Irregular wound,Carapace,Severe,Partially healed,
TW01G0514,https://turtlespottw.org/turtle-profile/TW01G0514,Chelonia mydas,Adult,2022/8/13,survey_sighting,NA,Una Liu,Lobster Cave,"22.34610, 120.38983",22.3461,120.38982,100,Propeller strike,Irregular wound,Carapace,Severe,Partially healed,
TW01G0514,https://turtlespottw.org/turtle-profile/TW01G0514,Chelonia mydas,Adult,2022/11/22,survey_sighting,NA,LanYin Lu/Jane Tsai,Lobster Cave,"22.34610, 120.38983",22.3461,120.38982,100,Propeller strike,Irregular wound,Carapace,Severe,Partially healed,video
TW01G0514,https://turtlespottw.org/turtle-profile/TW01G0514,Chelonia mydas,Adult,2022/11/24,survey_sighting,NA,Yoko Nozawa,Lobster Cave,"22.34610, 120.38983",22.3461,120.38982,100,Propeller strike,Irregular wound,Carapace,Severe,Partially healed,Feeding